T,TM,Tm,SLP,H,visi,V,CO,NO_2,O_3,PM.2.5,PM10,SO_2
31.2,36.4,25.8,1004.4,69,1.9,2,0.699999988,111.5,13.21000004,83,58.08000183,24.62999916
31.6,36.8,25.9,1001.5,63,2.4,3.9,0.970000029,102.5999985,14.77999973,71,81.59999847,14.64000034
29.7,33.8,24.8,1002.9,66,1.9,6.3,1.25999999,119.9000015,11.64999962,65,85.31999969,14.73999977
29.2,35.8,22.8,1002.9,61,2.6,3.5,1.220000029,109.4000015,10.72000027,53,55.49000168,12.02000046
29.7,36,23.5,1002.7,61,2.7,6.3,0.790000021,104.6999969,16.80999947,56,72.33999634,12.68000031
29.9,36.2,23.4,1002.5,66,1.9,1.9,1.230000019,108.4000015,6.53000021,69,112.8000031,11.56999969
28.7,34.1,25.2,1002.9,76,1.9,9.6,0.769999981,102.8000031,21.56999969,62,98.52999878,16.45999908
26.3,34.1,24,1003.4,87,1.9,6.1,1.809999943,119.5999985,5.789999962,24,90.83000183,20.17000008
28.8,34.8,22.7,1001.9,81,2.3,4.8,0.99000001,113.5,28.67000008,37,80.30999756,15.96000004
30.6,35,25.3,1001.3,72,1.9,4.8,1.00999999,125.5999985,8,50,109,18.5
30.9,35.6,26.3,1002.7,72,2.3,5.7,1.480000019,104.1999969,20.35000038,46,76.51000214,23.13999939
28.6,35.6,25.3,1005.4,79,2.6,5.7,0.790000021,74.66999817,15.43999958,43,62.72000122,11.17000008
28.6,34.5,24,1006.7,81,1.9,3.9,1.289999962,107.6999969,12.76000023,41,80.01000214,26.46999931
29,34.2,24.3,1005.8,76,1.9,7.4,0.439999998,91.84999847,31.11000061,38,61.72999954,7.2
29.9,34.8,24.3,1005.1,74,1.9,1.3,1.700000048,79.83000183,51.18999863,48,67.41000366,9.18999958
28,31.2,25.4,1003.8,84,1.6,5.9,0.790000021,103.6999969,14.69999981,76,75.23999786,10.46000004
27.1,31.4,23.8,1005,86,1.9,5.2,0.660000026,102.5,19.62000084,34.45833333,52.58000183,9.239999771
29.1,34,23.8,1007.8,72,1.9,6.5,0.360000014,63.95000076,39.52999878,30.33333333,83.98000336,8.970000267
28.9,34.9,25.6,1009.5,68,2.6,7.6,0.730000019,112.9000015,23.37999916,26,72.26000214,8.079999924
27.9,33.7,23.2,1008.4,67,2.6,10,0.839999974,104.8000031,17.54000092,29,69.22000122,12.73999977
24.8,33.7,22.5,1007.3,88,1.9,6.9,0.810000002,106.8000031,9.520000458,34,97.05000305,23.62999916
28.4,34,22.3,1004.3,73,2.1,2,1.309999943,121.6999969,11.26000023,62,101,14.10000038
29.3,34,23.4,1006.5,74,1.9,2.6,0.430000007,76.72000122,15.30000019,65,54.84999847,14.17000008
29.4,34.5,24.3,1009.1,73,1.8,1.3,0.720000029,75.94999695,25.54000092,61,60.27999878,14.52999973
30.1,34.5,24.8,1010,72,1.8,1.5,0.439999998,101.8000031,23.55999947,60.54166667,51.68000031,25.06999969
30.1,35.6,24.8,1010.5,72,2.1,4.6,0.949999988,101.4000015,19.20000076,41,78.23000336,14.72000027
29.9,35.1,23.8,1010.5,70,1.9,3.3,0.99000001,120.1999969,16.55999947,50,88.68000031,12.77000046
23.6,35.1,21.2,1011.3,92,1.6,4.6,1.070000052,105.4000015,27.36000061,40,49.18999863,12.35999966
26.7,30.8,21.5,1008.3,84,1.8,3,0.50999999,87.87999725,37.56000137,60,67.97000122,11.57999992
27.4,33.1,22.8,1008,85,1.6,0.4,0.709999979,108.5,25.30999947,80,43.88000107,9.489999771
27.5,32.5,23,1007.1,80,1.8,6.1,0.680000007,95.66999817,38.70000076,82,50.29999924,15.64000034
26.6,32.6,21.1,1008.8,76,1.6,3.3,1.539999962,115.6999969,14.72000027,95,101.5,16.10000038
26.9,33.5,20,1009.1,75,1.4,0.4,1.00999999,122.0999985,34.45000076,115,87,15.96000004
27.7,34.7,21,1010.1,75,1.3,0.9,0.560000002,95.47000122,28.54000092,149,84.23000336,14.14999962
27.1,33.2,21.8,1010.7,76,1.4,0.4,1.320000052,106,30.34000015,145,76.55000305,21.32999992
25.6,33.2,19.5,1011.5,67,1.4,3.7,0.730000019,77.83000183,19.94000053,126,68.13999939,10.82999992
25,32.8,17.6,1010.8,69,1.4,1.1,1.059999943,103.5,28.34000015,136,74.34999847,24.52000046
24.8,32.3,17.3,1009.7,68,1.4,1.5,0.389999986,46.50999832,71.04000092,160,53.90000153,5.460000038
25,33.6,18,1013.6,72,1.4,1.1,0.119999997,44.45000076,84.47000122,168,54.84000015,7.489999771
24.5,31.8,18.2,1013.1,72,1.3,1.3,0.709999979,107.1999969,20.86000061,174,74.47000122,9.229999542
24.1,30,17.5,1011.2,74,1,1.5,0.589999974,76.20999908,33.99000168,245,57.45000076,8.960000038
24.3,31.4,18.5,1011.2,72,1.1,0.4,0.239999995,39.63999939,62.34000015,261,80,8.600000381
23,31,18,1010.6,71,0.8,2.6,0.300000012,97.26999664,71.66000366,272,46.88999939,4.400000095
23.1,30.6,16.8,1010,66,1.1,5,0.49000001,81.59999847,45.59000015,226,58.50999832,11.11999989
22.5,31.5,15.4,1011.4,69,1,3.5,0.670000017,105.5999985,24.39999962,291,49.49000168,21.64999962
23.7,32.5,15.4,1012.7,65,1.3,2,0.870000005,65.29000092,56.88999939,207,31.84000015,19.90999985
24.1,30.1,16.7,1014,62,1.4,3.3,0.270000011,55.97000122,46.79000092,149,40.93000031,11.88000011
23.8,30.5,18.4,1013.5,71,1.6,1.3,0.529999971,34.43999863,72.48999786,99,49.38999939,12.39999962
22.4,28.6,16.3,1014.6,67,1,5.4,0.200000003,59.59999847,53.29000092,217,39.09000015,24.51000023
20.9,28.1,13.6,1016,59,0.8,6.3,0.680000007,84.80999756,41.15000153,309.375,63.18999863,13.35999966
19.9,28.3,12.6,1017.6,63,1.1,1.9,0.910000026,109.8000031,25.12999916,166.9166667,70.77999878,10.05000019
19.9,27.5,12.9,1016.1,73,0.8,2.8,0.819999993,101.6999969,35.11000061,332,63.25,11.72999954
20.1,27.1,14,1015.5,78,0.6,3.9,0.569999993,71.23999786,58.25,321,64.48999786,8.510000229
18.9,27.1,14.5,1015.2,80,0.6,1.3,0.720000029,110.3000031,45.18999863,278,37.04999924,8.109999657
19.1,25.6,12.4,1016.6,79,0.8,0.4,0.680000007,99.69999695,42.59000015,192,91.45999908,14.73999977
17.9,26,12,1016.6,74,0.6,4.3,2.089999914,131.1000061,14.26000023,235,120.5999985,21.54999924
18.4,26.6,12.2,1013.2,69,1.1,5,1.049999952,114.3000031,42.72000122,153,79.04000092,13.96000004
16.6,26.6,11.5,1014,75,1.3,0.7,0.709999979,111.5999985,34.04000092,171,102.8000031,14.1
17.8,26.2,11,1014.3,68,1,3,0.970000029,70.95999908,60.38000107,224,61.58000183,14.89000034
17.6,25.6,11.2,1015.2,68,1.1,3.5,0.939999998,76.16000366,28.45000076,196.75,77.58000183,11.27999973
17,26.6,10,1016.5,70,1.1,0.9,1.080000043,95.12000275,38.27999878,221,74.66000366,22.48999977
15.7,27,9.2,1017.8,71,1.1,2.4,0.150000006,37.47000122,81.34999847,251,53.25,4.179999828
18.6,27.2,11,1016.9,61,1.4,7.4,0.100000001,30.47999954,97.12999725,172,54.27999878,6.710000038
17.8,26.9,11.4,1015.4,67,1.4,7.2,0.75,113,23.15999985,166,69.51000214,9.069999695
18.2,28.1,10.4,1012.6,61,1.8,2.6,0.670000017,55.40000153,50.18000031,130,67.09999847,8.670000076
18,28.5,10.2,1013.2,68,1.1,2,0.170000002,36.40000153,67.66999817,194,76.73000336,8.289999962
17.5,28.5,11,1015.7,78,0.8,1.1,0.340000004,74.01000214,72.63999939,250,58.24000168,4.03000021
16.8,27.1,10.8,1014.8,80,0.8,0.7,0.50999999,72.73999786,55.20999908,274,67.97000122,9.649999619
19.3,27.5,11.5,1014.7,63,1.1,5.2,0.569999993,87.44000244,44.65999985,207,43.72999954,14.35000038
21.1,28.8,13.8,1012.8,57,1.6,9.4,0.959999979,74.12999725,54.38999939,134,57.61000061,14.67000008
21.3,28.8,15,1011.9,58,1.9,9.6,0.270000011,53.86999893,56.61000061,110,58.25999832,11.39999962
19,28.8,12.5,1014.7,72,1.6,2.8,0.529999971,31,78.18000031,160,58.59000015,11.63000011
18.5,28.1,11.6,1017.6,73,1.1,1.9,0.170000002,30.26000023,77.94000244,217,29.80999947,24.62999916
17.9,28,10.5,1016.8,69,1.4,4.8,0.680000007,77.75,51.45999908,184,68.56999969,12.10999966
18.1,27.2,11.8,1015.6,71,1.6,7.4,1.149999976,114.6999969,21.73999977,130,69.80999756,11.02999973
18.1,28,10,1016.1,66,1.4,1.7,0.99000001,111.6999969,24.70999908,118,75.37999725,12.43999958
17.2,28.4,9.8,1015.8,73,1.1,1.9,0.5,67.66000366,58.99000168,176,47.04000092,8.409999847
17.4,28.4,9.2,1016.6,74,1.1,1.5,0.680000007,113.3000031,44.95000076,185,44.84999847,8.020000458
17.2,27.6,10,1017,73,1.3,4.3,0.550000012,68.27999878,62.13999939,195,77.08000183,11.88000011
17.2,25.5,10.1,1015.3,73,1.6,6.9,1.970000029,123,13.14000034,151,103,18.39999962
16.3,25.5,10,1014,76,1.1,3.7,1.149999976,116.4000015,38.50999832,170,73.23999786,13.03999996
16,26.1,9.1,1014.4,81,1,1.1,0.769999981,110.4000015,29.75,239,76.41000366,24.93000031
16.2,25.3,9.5,1013.4,81,0.8,2.2,0.819999993,65.13999939,64.13999939,312,65.01000214,14
15.3,24.5,9.1,1013.8,84,0.8,2.6,0.850000024,66.37999725,34.72999954,237,73.26999664,9.069999695
16.7,24.8,9.1,1014.1,75,1.3,6.5,1.129999995,92.73000336,37.22999954,179,74.94000244,21.76000023
17.7,24.8,11.8,1012.7,68,1.8,16.9,0.209999993,37.22000122,77.70999908,122,55.52000046,4.309999943
16.5,24.5,10.8,1012.2,74,1.6,10.2,0.25999999,40.75999832,86.30000305,121,60.52999878,6.920000076
15.4,24.9,8.2,1012.8,82,1,0.7,0.779999971,113.1999969,24.53000069,202,85.01999664,8.899999619
15.5,24.9,9.4,1015.1,88,0.6,2.6,0.779999971,101,49.84000015,260,69.48999786,8.159999847
15.3,24.4,8.8,1015.6,91,0.3,1.1,0.230000004,40.20999908,62.13000107,403,88.01999664,8.81000042
14.8,22.6,9,1014.2,94,0.2,0.9,0.280000001,61.43999863,73.48000336,455,53.91999817,4.119999886
14.8,22.6,8.9,1012.6,94,0.3,2,0.610000014,75.41999817,52.79000092,382,57.11999893,9.649999619
16.3,22.4,10.8,1012.8,91,0.6,3.1,0.649999976,89.55999756,42.68000031,277,59.54999924,15.30000019
15.4,19.7,11.6,1016,93,0.6,4.4,1.039999962,83.48000336,47.83000183,284,59.11000061,14.22000027
14.6,15.9,12.5,1016.9,95,0.5,0.4,0.319999993,45.86999893,65.56999969,288,46.47999954,9.680000305
15.3,17.4,12,1018.4,96,0.5,1.5,0.50999999,26.15999985,79.19000244,256,66.76000214,11.59000015
14.3,18.4,10.8,1020.6,91,0.8,9.1,0.189999998,35.75999832,71.91000366,175,68.91999817,24.51000023
13.3,19.7,8.5,1021.3,88,0.8,5.7,0.709999979,78.19999695,50.66999817,180,67.38999939,12.06999969
13.6,20.4,7.5,1020.7,67,1.1,10.2,1.230000019,114.8000031,21.18000031,166,76.04000092,11.14999962
12.3,20.6,6.2,1019.4,71,1.3,4.4,0.99000001,106.8000031,30.43000031,169,75.73999786,12.82999992
11.9,17.1,6.5,1018.6,84,1.1,1.1,0.850000024,81,48.47999954,186,81.33000183,10.19999981
10.9,20,4.9,1019.2,72,1.4,5.4,0.779999971,114.0999985,41.72999954,185,59.11000061,8.279999733
10.7,20,4.5,1018.7,73,1.3,6.1,0.579999983,74.54000092,54.41999817,114.0833333,65.72000122,12.69999981
12.3,19.7,2.4,1018,81,1.1,6.5,1.889999986,118.6999969,12.82999992,140.4583333,105.8000031,17.51000023
14.3,19.2,10.9,1020.5,91,1.6,4.8,0.74000001,83.51000214,57.16999817,108,68.91999817,9.930000305
13.2,18.2,9.2,1021,92,0.8,7.6,1.049999952,123.8000031,21.51000023,255,98.81999969,16.89999962
11.1,18.3,5,1020.2,80,1.1,8,0.879999995,63.08000183,63.86000061,217.0833333,72.16999817,14.56999969
12.7,19.8,5.2,1017.9,78,1.3,5.4,1.120000005,57.43999863,34.95000076,229.1666667,75.01999664,9.659999847
12.8,19.8,7.2,1016.2,90,0.5,1.1,1.210000038,99.51000214,31.98999977,392,78.33000183,23.09000015
12.4,19.3,7.8,1014.5,91,0.3,0.4,0.180000007,40.16999817,78.41999817,536,67.26999664,5.210000038
11.9,20.7,4.4,1017.9,78,0.8,1.9,0.289999992,35.04000092,89.16000366,264,67.08000183,6.78000021
11.7,20.7,6.5,1017.3,89,0.3,0.9,0.75999999,107.6999969,22.68000031,404.5,72.58000183,8.890000343
12,20.2,7.1,1019.5,85,0.8,6.7,0.629999995,109.1999969,49.61999893,220,80.40000153,8.340000153
12.8,20.6,6.3,1020.8,83,0.8,3.1,0.25,38.93000031,61.36999893,251,104.8000031,8.470000267
13.9,21.6,7,1019.6,74,0.8,1.1,0.379999995,61.47999954,68.33000183,188.5,60.47000122,4.159999847
14.9,22.1,8.9,1017.2,78,1,2.8,0.589999974,67.87000275,57.72999954,164.75,65.62000275,9.659999847
12,22.1,9.6,1019.7,95,0.3,0.4,0.649999976,88.09999847,42.22999954,376,57.52000046,14.64000034
12.3,17.7,9,1019.7,92,0.5,1.7,1.029999971,87.86000061,41.97000122,362,67.94999695,13.97000027
12,17.7,8,1017.6,96,0.6,1.1,0.379999995,54.20000076,57.63000107,235.625,62.43000031,11.07999992
13.4,22.3,11.5,1020.6,98,1.4,6.9,0.5,29.75,75.51999664,57,71.58000183,11.86999989
15.3,17.8,12.7,1019.8,97,1.1,6.9,0.200000003,45.52000046,64.94999695,114,71.58000183,24.11000061
15.6,20,12.4,1020.3,91,0.8,6.7,0.74000001,78.40000153,49.04999924,148.125,74.30000305,11.92000008
13.9,20,11,1019.3,91,0.8,8.1,1.090000033,110.5999985,21.95000076,184,93.52999878,11.27999973
11.7,18.2,9.4,1019.9,96,0.5,8.3,0.920000017,117.1999969,27.95999908,202,89.45999908,13.97000027
14.3,20.3,9.9,1019.1,88,0.6,8.9,0.439999998,61.34000015,64.51999664,205,92.91000366,10.22999954
16.6,24,10.1,1018.8,75,1.3,10,0.680000007,111.5,49.34000015,214,120.5,8.260000229
16.6,24,9.5,1016.6,71,1.1,7.4,0.5,67.66999817,62.65999985,202,127.0999985,14.13000011
15.1,24,10,1018.5,85,0.5,4.6,1.919999957,119.0999985,13.47999954,308,136.1999969,17.87999916
14.4,20.5,10.2,1019.3,87,0.3,0.9,0.870000005,92.27999878,53.38999939,323,88.80000305,10.39999962
14.8,21.1,10,1019.3,86,0.5,3,0.75999999,107.5999985,27.20999908,315,143.8000031,15.60000038
13.9,21.1,10.8,1019.8,83,0.8,2.6,0.709999979,51.29999924,75.23000336,322,104.1999969,15.28999996
15.3,24.4,6.8,1016.9,79,0.6,1.9,0.870000005,66.44000244,34.43000031,246,99.91999817,9.949999809
18.6,27.8,8.9,1014.4,65,1.3,5.6,1.080000043,104.6999969,30.38999939,200.9166667,116.6999969,24.55999947
18.8,27.8,12.6,1010.9,68,1.3,4.8,0.109999999,32.70000076,82.54000092,187,107.3000031,5.900000095
17.1,25.7,11.8,1011.5,74,1.3,1.7,0.289999992,33.08000183,92.58999634,187,94.87000275,6.710000038
18.7,25.6,10,1010.8,70,1.4,6.1,0.819999993,113.5,23.14999962,167,118.5,10.89999962
19.7,26.4,15.1,1009.3,72,1.6,15,0.610000014,79.47000122,47.56999969,99.5,152.6000061,8.199999809
13.8,26.4,9.6,1011.3,88,1,8.1,0.230000004,35.95000076,64.66000366,143,149.6999969,9.890000343
12.7,19.5,7,1012,66,1.4,9.3,0.310000002,65.73000336,73.34999847,100.25,80.94999695,5.809999943
12.5,20,4.6,1012.4,64,1.6,3.7,0.389999986,54.25,68.77999878,126,96.36000061,9.210000038
13.4,21.6,5.6,1013.6,67,1.4,3.7,0.529999971,73.44999695,53.93999863,163,104.1999969,14.47999954
13.3,21.6,6.6,1013.5,69,1.4,9.3,0.910000026,71.90000153,55.38000107,152,107.1999969,15.01000023
15.3,22.6,5.6,1013.6,67,1.6,4.8,0.319999993,49.93000031,61.81999969,165,100.5999985,11.84000015
13.1,22.6,11,1011.8,97,1.1,5.4,0.430000007,27.86000061,78.16000366,116,94.23999786,12.96000004
12.6,17.7,9.2,1012.6,91,0.6,3.9,0.159999996,37.86000061,68.23999786,143,43.34000015,22.85000038
14.2,19.6,7.2,1016.2,79,1.3,9.4,0.639999986,73.04000092,53.68999863,194,109.9000015,12.31000042
15.1,21.5,9.6,1017.7,71,1.3,12.8,0.689999998,93.5,35.22999954,130,106.8000031,10.11999989
15.3,23.2,9.5,1017.4,64,1.4,8.9,0.980000019,116.6999969,37.56999969,152,110,16.37000084
15.1,23.3,7.1,1016.7,77,0.8,1.9,0.25999999,38.5,93.81999969,231,110.1999969,10.57999992
16.1,24.5,8.2,1014.8,80,0.6,1.9,0.409999996,79.87000275,83.76999664,218.6666667,126,8.630000114
17.2,24.6,9,1014.2,75,1.4,8.9,0.370000005,49.02999878,82.43000031,211,136.3999939,16.20999908
16.5,24.6,12.5,1017.5,87,0.8,6.3,1.519999981,113,26.45000076,172,148.8000031,17.90999985
16.6,22.3,12,1019.4,83,0.6,7.8,0.670000017,86.58000183,63.00999832,184,104.9000015,12.31999969
16.3,22.8,10,1018.7,71,1.8,5.2,0.560000002,77.86000061,51.86000061,95.41666667,139.1000061,13.59000015
17.9,25.2,10.3,1017.4,70,1.1,0.9,0.330000013,30.86000061,97.44999695,52.20833333,118,17.26000023
18.9,26.2,12.5,1014.4,72,1.3,2.4,0.519999981,60.31000137,43.40999985,187.5,116.1999969,9.069999695
18.6,25.3,13,1013.3,80,1.1,7.2,0.930000007,88.06999969,48.40999985,130,135.3000031,26.07999992
15.7,25.3,12,1013.1,90,1.3,5.7,0.039999999,26.56999969,91.83999634,68,125.4000015,10.94999981
16.3,21.3,12,1015.1,90,1.1,4.3,0.170000002,29.02000046,103.9000015,123,109.8000031,7.860000134
16.1,21.8,10,1017.1,82,1.3,5.7,0.689999998,115.9000015,29.52000046,120,169.3000031,11.63000011
17.8,25.7,10.5,1016.3,67,2.1,3.7,0.25999999,53.04999924,80.76000214,153,147.6999969,6.889999866
18.8,26.2,12,1016.5,69,1.4,3.7,0.050000001,21.71999931,81.54000092,119,146.6999969,10.96000004
19.5,26.9,13.8,1015.9,66,1.8,4.1,0.219999999,43.27000046,99.73000336,110,96.13999939,6.900000095
18.8,25.7,13.6,1016.1,64,2.1,4.4,0.289999992,38.58000183,89.13999939,94,107.6999969,10.72000027
18.4,25.9,11,1017,65,2.3,6.7,0.379999995,62.25999832,71.87000275,130,109,17.12999916
19.8,27.1,12.8,1017.2,66,2.6,9.8,0.75,36.70000076,89.05999756,110,100.3000031,12.77000046
22.3,29,14,1014.6,61,2.3,5,0.25999999,32.84000015,78.44999695,138,128.1999969,15.60999966
20,23.5,17.6,1013.9,72,1.9,11.1,0.319999993,13.47999954,98.5,39,123.6999969,14.56999969
20.6,26.8,15.2,1013.7,74,2.3,15.6,0.170000002,24.94000053,79.58999634,44,55.29000092,22.64999962
20,27.1,13.5,1016.4,74,2.7,6.5,0.469999999,57.93999863,72.05999756,52.375,123.5,13.34000015
18.9,27.1,12.8,1016.1,65,2.6,9.8,0.75999999,103.3000031,37.40000153,75,97.51999664,9.789999962
19.7,27.6,12,1015.2,66,1.9,5.7,0.949999988,112.8000031,47.15000153,146,97.83999634,14.86999989
21.4,29.7,12.6,1016.4,65,1.4,2.8,0.25999999,37.40000153,103.5,116.625,98.73999786,9.329999924
23.1,31.6,15.5,1015.4,61,1.9,6.3,0.419999987,66.95999908,97.52999878,163,71.12000275,8.020000458
26.4,34.4,16,1011.2,57,1.9,6.9,0.409999996,45.20000076,93.38999939,162,111.0999985,13.88000011
24.5,34.4,19.6,1013,62,2.3,9.1,1.539999962,112.6999969,36.47999954,63,130.6000061,17.29000092
21.7,28.4,16.2,1013.1,61,2.3,10.2,1.049999952,99.69000244,62.33000183,80,101.8000031,12.06000042
21.5,29.2,15,1010.8,59,2.6,7.4,0.49000001,71.16000366,63.22000122,100,114.5,11.56999969
22.4,32.5,14.5,1007.2,68,2.1,5.4,0.540000021,30.73999977,105.3000031,109,99.30000305,14.89999962
24.8,32.4,17.2,1007,64,1.8,3,0.75999999,63.45999908,46.34000015,103,99.56999969,9.56000042
23.2,27.6,17.6,1010.7,65,1,10.4,1.169999957,100.9000015,49.11000061,208,112.5,27.67000008
22.7,29.2,19,1011.6,76,1.9,9.8,0.07,28.29999924,98.31999969,74,98.01000214,10.31999969
24.6,32.7,16.5,1010.6,64,1.8,2.8,0.230000004,25.62000084,117,110,94.29000092,8.109999657
25.2,32.7,19.1,1010.7,64,1.9,2.8,0.709999979,115.1999969,33.11000061,108,144.6999969,10.68999958
23.4,29.1,19.6,1011.7,69,1.9,4.8,0.119999997,37.02999878,91.01000214,103,108.9000015,5.840000153
24.6,33.1,18.6,1011.2,71,1.4,4.4,0.01,18.93000031,90.80000305,111.5,128.3999939,9.819999695
25.8,31.7,19,1011.3,61,1.8,8.3,0.230000004,39.02999878,108.6999969,98,88.30999756,5.619999886
24.3,30.7,17.5,1010,52,1.8,13.9,0.349999994,34.75,100.0999985,60,85.75,12.10999966
24.2,30.8,17,1008.2,48,1.9,13.1,0.379999995,62.86000061,78.95999908,74,94.15000153,15.05000019
24.9,33.2,16.8,1006.2,49,2.6,9.6,0.689999998,36.90000153,98.37999725,101,85.23000336,11.78999996
26.8,35.2,17.7,1005.7,50,1.9,7.2,0.270000011,29.15999985,90.41000366,106,92.47000122,18.75
25.1,35.2,18,1010.4,53,2.1,10.4,0.280000001,10.42000008,108.6999969,89,109.8000031,13.19999981
25.7,32.2,17.8,1010.2,51,1.9,10.6,0.150000006,27.35000038,83.37999725,71,63.02000046,23.20000076
27.4,35.1,19.6,1008.9,50,2.6,9.3,0.50999999,56.95000076,80.01999664,76,102.9000015,12.76000023
30.1,38,20,1007.4,49,2.6,6.7,0.970000029,117.6999969,31.62999916,113,96.41999817,11.80000019
27.2,38,21,1009.7,55,1.9,13,1.320000052,138.6000061,34.15000153,48,94.19000244,17.18000031
25.8,32.2,19.5,1010.3,49,2.6,12.6,0.449999988,49.74000168,95.33000183,47,84.26999664,11.2
25.7,32.8,17.5,1010.3,41,2.6,12.8,0.550000012,77.31999969,88.30999756,67,63.02000046,8.75
26.3,33.5,17.9,1010.8,36,2.6,12.4,0.519999981,55.65000153,88.51000214,65,123.9000015,14.5
28,35.6,17,1008.8,34,2.9,10,1.629999995,122.9000015,32.61000061,77,117.5999985,17.92000008
29.1,37.2,18.9,1006.9,46,1.9,5.2,1,101.6999969,62.83000183,114,100.5,16.45999908
27,37.2,22.6,1009.8,49,1.9,15.6,0.610000014,80.33999634,64.30999756,56,83.25,13.65999985
27.7,34.5,21.5,1010.6,55,1.9,5.2,0.560000002,37.56000137,102,79,84.48000336,16.70999908
29.1,36.5,20.5,1009.2,53,1.8,2.6,0.600000024,64.58000183,49.22000122,123,84.08999634,11.10000038
26.9,34.2,19.8,1008.1,59,1.8,4.4,1.190000057,102,49.83000183,97,92.44999695,28.20000076
26.5,34.2,20.2,1006.9,57,1.9,9.3,0.100000001,29.72999954,97.44000244,77,56.16999817,9.239999771
24.9,31.6,18.5,1011.2,68,2.3,11.1,0.140000001,25.76000023,118.8000031,48,82.62999725,8.729999542
25.6,32.3,20,1011.4,64,1.9,5,0.810000002,109.5999985,37.88000107,80,108.4000015,10.53999996
26.8,33.6,19.2,1010.5,53,1.6,4.6,0.150000006,31.37999916,90.16999817,137,78.58999634,5.230000019
28.1,35.8,18.6,1010,40,1.9,8.7,0.02,22.09000015,87.51999664,87,87.47000122,10.14000034
29.5,36,20.4,1011.9,37,2.7,12.4,0.25,38.24000168,106.0999985,61,65.79000092,5.570000172
29,36,21.6,1008.9,44,2.3,6.1,0.349999994,37.93000031,97.58000183,82,68.37999725,12.32999992
29.4,37.2,21.2,1006,42,2.6,8,0.469999999,65.31999969,79.75,139,66.26999664,15.97000027
30.5,38.8,20.6,1006,41,2.4,8.1,0.790000021,47.65999985,90.83000183,121,67.23999786,11.84000015
31.5,38.8,22.1,1006.2,39,2.4,8.1,0.330000013,31.01000023,91.23999786,97,62.66999817,16.07999992
30.6,38.7,21.5,1007,36,1.9,8.3,0.319999993,9.609999657,109.6999969,92.08333333,97.79000092,13.96000004
31.4,39.5,21,1005.6,34,1.9,10.2,0.180000007,33.34999847,81.98000336,105,50.86999893,22.97999954
32.2,41,22.6,1003.9,34,2.6,8.3,0.579999983,62.16999817,77.72000122,119,84.80000305,13.47000027
33.4,42.1,22.8,1003.6,32,2.6,5.2,1.110000014,116.5,26.71999931,121,73.98999786,11.61999989
34.8,42.8,24.2,1001.7,30,2.3,9.6,1.529999971,138.3000031,27.77000046,130,36.08000183,16.62000084
34.5,41.7,26.2,1001.8,33,1.9,6.5,0.469999999,56.36999893,80.37000275,90,45.34999847,8.25
31.8,41.7,26.2,1003.7,43,1.9,7.4,0.540000021,91.47000122,70.91999817,55,4.590000153,7.920000076
31.9,39.7,21.6,1003.2,40,1.9,5.9,0.810000002,68.33999634,73.26999664,79,15.22999954,12.69999981
30,39.7,25.6,1006,56,2.3,10.2,2.019999981,121.9000015,20.98999977,81,68.26999664,18.45000076
30.2,35.8,23.1,1006.9,57,1.9,7,1.590000033,121.3000031,45.29999924,73,127.6999969,23.22999954
31.8,38.6,24.2,1004.3,54,1.9,1.9,0.610000014,90.05000305,53.00999832,108,33.56000137,28.23999977
32.2,39.5,25.2,1002.1,45,1.6,9.3,0.850000024,46.20999908,87.94999695,198,42.77000046,13.53999996
30.7,39.5,21.4,1000.5,43,1.6,6.5,0.769999981,61.81999969,45.09000015,120,48.81000137,11.71000004
30.1,37.6,23,1000.9,45,1.9,7.8,1.539999962,107.4000015,38.15000153,117,45.04000092,25.89999962
30.1,35.2,25,1003.8,49,1.9,7.2,0.209999993,33.88999939,93.83999634,86,44.63000107,7.900000095
28.2,35.3,24.2,1005,60,8.9,10.9,0.25999999,38.81999969,99,88,57.27999878,8.039999962
25.2,30.6,18,1008.2,71,2.6,10,0.939999998,116.9000015,28.31999969,60,66.94000244,11.28999996
26.9,32.1,19,1006.6,62,1.8,8.5,0.370000005,65.02999878,79.23000336,79,21.02000046,7.320000172
29.7,35.4,23,1004.1,48,1.8,11.1,0.150000006,25.36000061,78.87000275,133,44.77999878,8.520000458
31.1,36.7,25,1003.5,46,2.6,9.4,0.319999993,44.65999985,90.09999847,87,37.20000076,3.75999999
30,36.9,24.1,1007.1,54,2.6,7.2,0.370000005,42.84999847,92.91999817,107,43.5,12.81000042
32.4,39.1,24.4,1006.8,39,1.9,14.8,0.689999998,77.31999969,62.56000137,76,20.10000038,14.93999958
32.3,39.1,24,1006.6,36,2.3,11.7,0.850000024,40.27000046,90.30000305,53,13.73999977,11.26000023
31.9,38.8,26.5,1006,39,2.3,8.7,0.370000005,36.50999832,85.69999695,65,24.36000061,17.38999939
32.8,38.6,24.8,1002.3,40,1.9,9.6,0.389999986,7.900000095,102.6999969,83,70.05999756,11.47000027
33.3,40.6,24.2,999.6,39,2.6,11.1,0.189999998,30.53000069,84.18000031,86,30.94000053,24.61000061
34.5,43.6,25.8,1000,39,2.3,19.4,0.74000001,68.68000031,67.70999908,65,44.77000046,13.80000019
31.6,43.6,25.5,1004,55,2.6,6.7,1.470000029,121.0999985,23.20999908,44,53.86000061,11.57999992
