"","1","1.14","1.49","1.67","1.82","1.83","1.89","2","2.19","2.45","2.5","2.51","2.63","2.92","3","3.15","3.32","4","4.28","4.55","4.7","4.72","4.85","4.93","5","5.21","5.28","5.3","5.44","5.53","5.59","5.62","5.72","5.88","6","6.29","6.5","6.58","6.65","6.74","6.79","6.99","7","7.15","7.2","7.34","7.57","7.7","7.82","7.85","7.86","8","8.11","8.26","8.33","8.51","8.82","9","9.29","9.48","9.5","9.55","9.71","9.72","9.76","9.82","10","10.01","10.18","10.37","10.42","10.47","10.49","10.52","10.54","10.56","10.69","10.7","10.74","10.99","11","11.14","11.17","11.18","11.24","11.39","11.44","11.45","11.49","11.52","11.53","11.54","11.59","11.63","11.64","11.66","11.68","11.74","11.77","11.8","11.9","11.93","12","12.06","12.1","12.15","12.17","12.19","12.31","12.32","12.39","12.45","12.47","12.55","12.59","12.6","12.66","12.76","12.83","12.84","12.86","13","13.11","13.13","13.16","13.18","13.21","13.26","13.28","13.31","13.41","13.46","13.5","13.52","13.58","13.74","13.95","14","14.01","14.14","14.16","14.2","14.23","14.24","14.27","14.35","14.38","14.43","14.59","14.62","14.7","14.71","14.81","14.82","14.87","14.91","14.95","15","15.03","15.06","15.14","15.17","15.24","15.4","15.41","15.43","15.46","15.47","15.5","15.53","15.56","15.61","15.63","15.64","15.7","15.73","15.75","15.76","15.78","15.83","15.85","15.92","15.96","15.97","16","16.01","16.03","16.09","16.13","16.16","16.18","16.22","16.23","16.28","16.33","16.41","16.5","16.51","16.59","16.6","16.61","16.64","16.65","16.77","16.79","16.82","16.84","16.85","16.87","16.91","16.94","16.97","17","17.03","17.08","17.23","17.26","17.28","17.35","17.37","17.39","17.45","17.52","17.53","17.55","17.59","17.6","17.62","17.64","17.71","17.73","17.76","17.77","17.78","17.79","17.9","17.91","17.95","17.98","18","18.03","18.13","18.17","18.24","18.26","18.28","18.34","18.44","18.48","18.49","18.51","18.54","18.55","18.61","18.63","18.65","18.74","18.76","18.79","18.89","18.91","18.93","19","19.02","19.04","19.07","19.12","19.17","19.18","19.24","19.37","19.44","19.47","19.49","19.52","19.53","19.63","19.65","19.67","19.69","19.76","19.78","19.81","19.89","19.9","19.96","19.99","20","20.01","20.04","20.1","20.12","20.22","20.29","20.32","20.33","20.38","20.4","20.47","20.52","20.55","20.6","20.61","20.64","20.71","20.73","20.75","20.8","20.84","20.87","20.92","20.94","20.96","20.97","20.98","21","21.06","21.1","21.15","21.22","21.23","21.36","21.37","21.39","21.44","21.52","21.56","21.66","21.77","21.82","21.94","21.95","21.99","22","22.03","22.04","22.2","22.3","22.35","22.36","22.43","22.45","22.49","22.6","22.61","22.63","22.64","22.65","22.67","22.75","22.81","22.86","22.94","23","23.07","23.08","23.09","23.16","23.2","23.26","23.27","23.55","23.68","23.69","23.77","23.78","23.93","23.98","24","24.05","24.15","24.19","24.22","24.27","24.33","24.34","24.36","24.54","24.56","24.59","24.6","24.63","24.69","24.7","24.78","24.79","24.81","24.84","24.92","24.96","24.99","25","25.01","25.02","25.04","25.05","25.07","25.08","25.1","25.14","25.16","25.28","25.32","25.52","25.66","25.68","25.7","25.74","25.86","25.87","25.9","25.91","25.92","25.98","26","26.09","26.11","26.12","26.16","26.2","26.22","26.5","26.76","26.86","26.92","26.98","27","27.01","27.03","27.06","27.08","27.09","27.12","27.17","27.18","27.21","27.23","27.26","27.33","27.35","27.36","27.39","27.44","27.49","27.52","27.53","27.56","27.6","27.66","27.73","27.8","27.84","27.98","27.99","28","28.05","28.12","28.22","28.28","28.29","28.33","28.39","28.4","28.41","28.42","28.44","28.5","28.51","28.53","28.54","28.63","28.65","28.66","28.67","28.7","28.73","28.78","28.8","28.81","28.91","28.97","29","29.11","29.13","29.14","29.21","29.24","29.26","29.28","29.45","29.46","29.54","29.59","29.6","29.72","29.8","29.81","29.96","29.98","30","30.1","30.12","30.18","30.2","30.21","30.22","30.3","30.52","30.53","30.55","30.59","30.62","30.69","30.72","30.77","30.87","30.88","30.9","31","31.04","31.08","31.1","31.17","31.19","31.22","31.26","31.28","31.29","31.37","31.46","31.53","31.58","31.67","31.73","31.75","31.8","31.81","31.82","31.86","31.9","31.91","31.93","31.98","32","32.01","32.03","32.18","32.2","32.21","32.3","32.36","32.44","32.5","32.55","32.56","32.6","32.61","32.62","32.64","32.68","32.74","32.75","32.8","32.81","32.83","32.88","32.89","32.9","32.94","33","33.14","33.25","33.29","33.31","33.39","33.42","33.55","33.56","33.6","33.61","33.63","33.7","33.77","33.79","33.84","33.89","33.9","33.92","33.96","33.99","34","34.07","34.08","34.11","34.15","34.16","34.17","34.24","34.3","34.42","34.43","34.47","34.54","34.56","34.63","34.74","34.8","34.84","35","35.06","35.07","35.14","35.2","35.25","35.34","35.35","35.4","35.42","35.5","35.6","35.73","35.76","35.89","35.95","36","36.02","36.12","36.17","36.18","36.21","36.27","36.38","36.4","36.43","36.44","36.55","36.57","36.63","36.67","36.71","36.76","36.97","37","37.08","37.36","37.38","37.45","37.6","37.64","37.65","37.7","37.86","37.87","37.88","37.9","37.91","37.93","37.95","37.98","38","38.03","38.04","38.05","38.08","38.12","38.39","38.44","38.51","38.62","38.76","38.79","38.95","38.97","39","39.07","39.17","39.27","39.37","39.43","39.47","39.57","39.58","39.62","39.7","39.73","39.79","39.86","39.92","39.96","39.97","40","40.16","40.17","40.23","40.29","40.34","40.37","40.55","40.62","40.63","40.7","40.79","40.88","40.89","40.9","41","41.06","41.13","41.2","41.23","41.24","41.28","41.4","41.47","41.53","41.57","41.59","41.6","41.61","41.63","41.68","41.72","41.88","41.89","41.9","41.91","42","42.05","42.15","42.18","42.22","42.29","42.32","42.34","42.35","42.39","42.43","42.44","42.47","42.5","42.53","42.55","42.6","42.73","42.76","42.86","42.88","42.91","42.92","42.94","42.96","42.97","43","43.04","43.15","43.2","43.28","43.32","43.38","43.42","43.48","43.63","43.65","43.67","43.78","43.8","43.83","43.84","43.85","43.86","43.87","43.92","44","44.05","44.06","44.1","44.12","44.3","44.31","44.4","44.46","44.59","44.67","44.69","44.72","44.83","44.86","44.92","44.97","45","45.01","45.07","45.16","45.18","45.2","45.25","45.31","45.47","45.6","45.8","45.81","45.84","45.9","45.95","45.96","45.99","46","46.01","46.12","46.34","46.4","46.41","46.51","46.57","46.73","46.77","46.78","46.81","46.9","47","47.08","47.12","47.22","47.25","47.31","47.34","47.35","47.49","47.55","47.58","47.64","47.65","47.66","47.76","47.77","47.79","47.8","47.86","47.88","47.9","47.95","47.98","47.99","48","48.01","48.02","48.07","48.09","48.12","48.15","48.21","48.24","48.32","48.33","48.34","48.35","48.41","48.44","48.48","48.5","48.65","48.74","48.76","49","49.02","49.05","49.1","49.13","49.14","49.15","49.19","49.23","49.31","49.35","49.63","49.65","49.7","49.77","49.91","50","50.05","50.06","50.14","50.16","50.2","50.22","50.26","50.32","50.37","50.38","50.4","50.67","50.72","50.78","50.86","50.9","50.92","50.99","51","51.01","51.04","51.2","51.21","51.26","51.3","51.32","51.4","51.45","51.47","51.48","51.49","51.51","51.54","51.57","51.59","51.6","51.64","51.7","51.85","51.92","52","52.05","52.12","52.13","52.16","52.2","52.24","52.28","52.34","52.38","52.4","52.44","52.49","52.64","52.7","52.74","52.78","52.82","52.85","52.86","53","53.04","53.12","53.18","53.2","53.23","53.3","53.34","53.37","53.4","53.51","53.53","53.62","53.64","53.76","53.78","53.79","53.85","53.9","53.99","54","54.01","54.05","54.12","54.13","54.19","54.24","54.25","54.32","54.33","54.34","54.4","54.46","54.48","54.49","54.56","54.58","54.6","54.67","54.68","54.88","54.9","55","55.02","55.05","55.11","55.28","55.31","55.32","55.33","55.49","55.5","55.64","55.66","55.67","55.75","55.83","55.84","55.93","55.95","56","56.05","56.07","56.08","56.13","56.15","56.22","56.27","56.34","56.36","56.37","56.47","56.5","56.57","56.6","56.78","56.9","56.92","56.94","57","57.24","57.28","57.33","57.46","57.67","57.74","57.78","57.8","57.85","57.92","58","58.02","58.05","58.1","58.14","58.17","58.25","58.27","58.4","58.41","58.56","58.66","58.7","58.76","58.8","58.89","58.91","58.92","59","59.01","59.11","59.16","59.31","59.36","59.42","59.51","59.56","59.71","59.72","59.8","59.81","59.85","60","60.01","60.1","60.35","60.4","60.45","60.5","60.51","60.53","60.6","60.67","60.73","60.81","60.83","60.84","60.88","60.89","60.92","61","61.06","61.08","61.09","61.19","61.2","61.21","61.22","61.26","61.29","61.33","61.39","61.44","61.45","61.52","61.61","61.7","61.87","62","62.03","62.15","62.17","62.2","62.22","62.39","62.42","62.47","62.48","62.52","62.62","62.67","62.73","62.75","62.8","62.85","63","63.01","63.06","63.07","63.11","63.19","63.29","63.33","63.37","63.4","63.5","63.58","63.69","63.73","63.91","64","64.03","64.1","64.11","64.16","64.2","64.32","64.48","64.63","64.68","64.7","64.76","64.8","64.91","64.94","64.95","65","65.05","65.11","65.13","65.25","65.28","65.33","65.46","65.67","65.74","65.82","66","66.04","66.07","66.09","66.35","66.36","66.44","66.52","66.56","66.57","66.59","66.62","66.64","66.7","66.71","66.75","66.86","66.95","67","67.02","67.07","67.08","67.17","67.31","67.39","67.53","67.56","67.6","67.66","67.75","67.9","67.94","68","68.01","68.12","68.38","68.4","68.48","68.49","68.5","68.63","68.77","68.78","68.83","68.84","68.92","68.99","69","69.09","69.18","69.5","69.67","69.83","69.98","70","70.02","70.05","70.13","70.16","70.2","70.48","70.53","70.54","70.76","70.78","70.9","70.95","70.96","70.99","71","71.02","71.03","71.04","71.05","71.14","71.26","71.4","71.72","71.74","71.79","72","72.04","72.05","72.1","72.15","72.2","72.23","72.32","72.35","72.5","72.51","72.54","72.64","72.66","72.74","72.75","72.84","72.89","73","73.18","73.22","73.41","73.9","74","74.13","74.16","74.27","74.34","74.36","74.63","74.87","75","75.04","75.07","75.12","75.18","75.27","75.32","75.57","75.75","75.8","75.9","76","76.03","76.1","76.11","76.34","76.35","76.6","76.72","76.8","76.81","76.94","77","77.19","77.33","77.39","77.49","77.69","77.72","77.9","77.99","78","78.12","78.36","78.42","78.51","78.6","78.66","78.75","79","79.07","79.11","79.21","79.26","79.59","79.72","79.75","79.87","80","80.03","80.06","80.18","80.19","80.26","80.37","80.38","80.41","80.43","80.57","81","81.13","81.19","81.21","81.22","81.34","81.38","81.61","81.8","81.81","82","82.2","82.32","82.4","82.42","82.44","82.65","82.78","82.8","83","83.08","83.32","83.46","83.83","84","84.22","84.24","84.29","84.35","84.42","84.65","84.7","84.73","84.84","84.88","84.91","84.96","85","85.07","85.16","85.22","85.24","85.31","85.92","85.98","86","86.17","86.7","86.81","86.98","87","87.1","87.19","87.2","87.31","87.4","87.43","87.62","87.65","87.8","88","88.2","88.37","88.5","88.6","88.64","88.66","89","89.06","89.11","89.26","89.29","89.4","89.44","89.6","89.62","89.73","89.82","89.88","90","90.03","90.06","90.24","90.5","90.69","90.9","90.92","90.95","91","91.21","91.24","91.41","91.42","91.93","91.96","92","92.45","92.56","92.58","92.67","92.88","92.96","92.99","93","93.1","93.19","93.2","93.43","94","94.06","94.11","94.2","94.21","94.27","94.42","94.5","94.59","94.61","94.74","95","95.07","95.16","95.27","95.36","95.43","95.48","95.54","95.6","95.63","95.64","95.7","95.71","95.77","95.97","96","96.01","96.27","96.56","96.58","96.78","96.96","97","97.21","97.31","97.33","97.4","97.46","97.55","97.65","98","98.02","98.06","98.22","98.25","98.38","98.4","98.59","99","99.01","99.03","99.1","99.19","99.22","99.36","99.55","99.77","99.79","100","100.03","100.04","100.1","100.12","100.21","100.24","100.31","100.55","100.56","100.57","101","101.4","101.42","101.49","101.62","101.65","101.68","101.7","101.73","101.87","102","102.16","102.3","102.41","102.48","102.78","102.86","103","103.03","103.25","103.3","103.4","103.48","103.67","103.68","103.8","104","104.14","104.28","104.3","104.72","104.77","105","105.65","105.7","105.87","106","106.04","106.15","106.16","106.5","106.6","106.66","106.77","106.8","106.94","107","107.21","107.27","107.43","107.76","107.93","108","108.01","108.05","108.06","108.09","108.83","108.9","109","109.02","109.05","109.21","109.6","109.75","109.78","109.79","109.94","109.96","110","110.11","110.12","110.5","110.54","110.6","110.62","110.65","110.79","110.81","110.96","110.99","111","111.19","111.35","111.37","111.39","111.42","111.45","111.5","111.67","111.7","111.8","112.02","112.13","112.2","112.54","112.62","112.95","113","113.37","113.45","113.65","113.9","113.96","114","114.11","114.2","114.61","114.71","114.72","114.77","114.99","115.11","115.16","115.17","115.26","115.44","115.69","116","116.04","116.16","116.23","116.41","116.77","117.51","117.56","117.76","118","118.11","118.34","118.41","118.74","118.88","119","119.01","119.22","119.46","119.47","120","120.02","120.09","120.17","120.57","120.83","120.86","120.93","121","121.45","121.51","121.85","122","122.03","122.68","123","123.26","123.4","123.42","123.69","123.7","123.76","123.87","123.99","124","124.4","124.44","124.7","125","125.07","125.26","125.43","125.61","125.95","126","126.03","126.27","126.34","126.88","127","127.06","127.09","127.3","127.37","127.66","127.68","128","128.18","128.33","128.57","128.64","128.95","129","129.11","129.28","129.47","129.71","130","130.1","131","131.2","131.33","131.91","132","132.12","132.14","132.26","132.52","132.75","132.88","133","133.12","133.2","133.33","133.5","133.56","134","134.03","134.1","134.67","134.9","134.98","134.99","135","135.01","135.44","136","136.04","136.1","136.14","136.2","136.7","136.99","137","137.23","138","138.07","139","139.48","140","140.09","141","141.09","142","142.28","142.29","143.31","143.45","144","144.35","144.5","144.58","144.9","144.98","145","145.15","146","146.01","146.47","146.52","146.68","146.78","146.79","147","147.2","147.44","148","148.78","148.85","148.96","149","149.31","149.4","149.57","149.9","150","151","151.23","151.28","152.22","153","153.2","153.46","154","154.34","154.91","155","155.4","155.5","155.72","155.9","156","156.71","157","157.17","157.6","157.96","158","158.13","158.23","159.54","159.95","160.2","160.3","160.35","160.73","161.17","161.52","161.6","161.83","162.95","163","163.49","163.63","164.45","164.65","164.76","164.93","165","165.26","165.57","165.75","166","166.77","167","167.04","167.19","167.57","168","169","169.84","169.9","170.13","170.3","171","172","172.13","173","174","174.19","174.84","175","175.11","175.64","176","176.87","177.52","178.06","178.42","178.88","179.28","180","180.01","181","181.19","183","183.11","184.68","185","185.19","185.61","185.97","186","186.72","187.48","187.89","188","188.34","188.59","188.74","189","189.7","190","190.1","190.31","190.81","191","191.86","192.1","192.36","192.59","192.65","192.86","193","193.4","194","195.72","197","197.15","197.31","197.97","198.38","198.39","198.46","198.7","199","199.63","200","200.02","200.04","201.55","202","203","204.32","204.8","205.67","208.82","209.02","209.09","209.27","209.73","210.39","210.53","211","211.07","214.01","214.13","215.54","215.81","217.98","220","223","223.49","223.91","224","225","226","227","227.65","227.9","228","228.53","229.17","229.49","229.64","230","230.07","232","233","233.39","235.44","235.6","236.5","236.85","238","238.01","238.3","240.9","241","242.67","242.8","243","243.82","244","245.1","245.16","245.8","247.2","247.29","247.4","248","250","250.79","251.1","251.9","252","252.6","253","253.5","254.1","256.7","258.3","258.6","261.2","262.3","263.91","264.58","265.3","266.7","267.2","268.5","268.6","273.5","274.56","275.58","278.91","282.3","283.35","285","286.02","290.32","295","296.5","298","298.2","301","301.9","303.19","307.21","316.25","316.8","318.94","320.84","321","323","327.37","332","338.2","342","346.14","349.3","350.26","358.89","365.57","375","391","400","412.22","417","418.95","423.6","431","432.83","445.33","449.35","463.17","466","468.22","470","497.83","522.33","524.28","538.33","538.86","539.39","545","554","564.16","566","587.93","592","595","663.81","787.79"
"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
