"","Temperature","Humidity","Wind.Speed..km.h.","Visibility","Pressure","so2","no2","Rainfall","PM25","PM10"
"8383",26.08333333,0.32,8.3076,4.9105,0,9.3,31.9,63.1,38,9.61
"8384",27.70555556,0.29,7.6797,4.025,0,8.9,30.5,60.3,95.54,11.444
"8385",27.66111111,0.28,8.7906,4.7012,1020.18,9.6,31.7,56.4,74,11.728
"8386",27.77777778,0.28,13.1054,8.05,1020.44,8.7,31,54.9,94.06,9.071
"8387",28.79444444,0.27,13.1859,9.982,1021.6,9.1,29.7,55.9,100.04,10.619
"8389",27.17222222,0.3,12.6224,11.2056,1020.65,8.7,29.7,60.7,188,12.593
"8391",20.16111111,0.53,16.1055,11.0285,1019.72,9.1,31.2,61.5,123.4,5.773
"8392",17.70555556,0.66,15.6653,11.2056,1019.15,9.2,31.7,63.3,62,12.638
"8393",17.08333333,0.68,16.1055,11.2056,1018.95,9.2,30.9,64.3,48.35,11.904
"8394",16.18888889,0.72,14.4578,11.3988,1018.81,9.2,32,61,225,9.008
"8395",17.79444444,0.76,11.0124,9.982,1018.65,8.9,32.7,60,268.6,12.563
"8396",17.24444444,0.81,9.2092,9.982,1018.86,8.9,31.6,56.3,44.59,8.946
"8397",17.30555556,0.8,9.4185,10.3523,1019.09,9.1,31.2,58,99.77,11.988
"8398",16.6,0.84,5.0876,9.982,1019.56,8.6,32,59.1,19.44,20.156
"8400",16.67777778,0.83,4.7173,14.168,1019.65,8.6,32.7,59.6,70.2,10.521
"8401",16.04444444,0.87,6.762,8.1305,1019.55,8.8,30.8,58.5,122,12.362
"8402",17.08888889,0.82,11.0929,14.9086,1019.36,8.8,32.5,55.2,27,17.368
"8403",18.75555556,0.8,12.88,14.9569,1019.25,8.2,32.9,53.9,164.53,23.236
"8404",22.13333333,0.65,6.7298,15.8263,1019.26,8.6,31.7,53.2,87.43,26.516
"8406",27.54444444,0.47,9.7727,11.6886,1018.78,7.4,29.4,-99,113,30.913
"8407",28.91111111,0.41,10.9963,9.982,1018.27,7.1,29.2,52.9,141,17.142
"8408",31.03888889,0.3,12.0911,9.982,1018.18,7.1,28.2,52.6,211,10.868
"8409",29.85,0.31,14.4256,9.982,1018.11,8.1,30.3,55.7,163.49,17.01
"8410",28.98333333,0.31,21.7672,9.982,1018.18,8.3,30.4,53.7,47,19.508
"8412",27.75,0.38,21.0749,9.982,1018.15,8.3,31.7,58.6,38,9.045
"8413",27.73333333,0.43,23.506,9.982,1017.79,8.7,32.2,57.9,124,7.109
"8414",24.95,0.5,24.9711,9.982,1017.38,8.2,31.5,58.3,91.93,7.002
"8415",23.48888889,0.6,24.5203,10.3523,1016.94,8.6,31.6,56.4,55.33,9.738
"8416",22.52777778,0.67,17.549,9.982,1016.68,9,30.7,57.2,103,13.036
"8417",21.36666667,0.72,23.3289,9.982,1016.48,8.6,31.8,58.4,160.3,9.488
"8418",21.30555556,0.67,19.3844,10.3523,1016.52,8,31.1,60.9,51.7,8.358
"8419",20.78888889,0.7,15.7619,9.982,1016.77,8.6,33.1,56.5,135,12.689
"8420",19.28333333,0.77,12.5258,9.982,1017.28,9.5,32,61,77,8.744
"8421",18.9,0.77,13.4757,9.982,1017.93,9.2,33,60.4,118,12.413
"8422",19.28888889,0.77,13.9587,9.982,1018.48,8.7,31.1,57.5,21.36,21.706
"8423",19.72777778,0.74,14.0714,15.8263,1018.61,9,27.8,57.1,171,12.761
"8425",19.75,0.74,6.8103,15.8263,1019.09,9,27.6,54.8,51,36.061
"8427",20.93333333,0.75,5.7799,14.812,1018.96,9.7,29.7,54.5,51.85,13.687
"8428",24.86111111,0.55,11.1573,15.8263,1019.17,9.3,29.5,53.7,35,15.307
"8431",28.98333333,0.4,9.5634,9.982,1019.15,9.3,17.2,57.8,23,15.751
"8432",29.00555556,0.36,10.8675,9.982,1019.46,31.4,13.1,62.5,78.75,9.765
"8433",30.15,0.34,11.0768,9.982,1019.3,18,15,63,67,11.062
"8434",30.13888889,0.35,17.8388,9.982,1019.26,25.5,21.6,65.6,62,11.925
"8435",32,0.34,14.2646,9.982,1019.35,13,32,63.9,44.59,8.565
"8436",30.42777778,0.35,21.1071,10.3523,1019.18,17.2,15.5,60.8,87.65,7.741
"8437",28.66111111,0.41,21.6384,11.2056,1018.69,5,18.7,58,44,11.563
"8438",24.86111111,0.55,24.7457,11.2056,1018.27,7,20.4,58.7,32.2,11.212
"8440",21.03888889,0.69,17.1465,11.2056,1018.13,15.6,50,59,55.33,15.548
"8442",19.13333333,0.76,8.6779,10.3523,1017.91,9.6,40.9,58.3,273.51,17.061
"8445",17.02777778,0.84,5.1198,9.982,1018.49,4.6,65.6,61.6,45.81,19.96
"8446",16.13888889,0.87,3.22,9.982,1018.85,10.3,13.8,61.6,233,16.461
"8448",16.35,0.88,6.2951,14.9569,1019.36,21.7,36.2,63.5,37.6,10.149
"8449",15.14444444,0.87,6.4239,15.8263,1019.23,4.3,21.5,63.9,50,10.628
"8451",20.77777778,0.76,1.9642,9.982,1017.74,32.9,26.8,62.5,136,20.567
"8452",22.78333333,0.67,2.1735,14.812,1018.93,7.5,49.9,64.5,128.64,12.082
"8454",28.40555556,0.45,3.2844,6.7781,1019.11,4,20.3,70.7,94.06,13.689
"8455",29.92777778,0.38,4.6368,4.4919,1019.02,13.5,56.8,71.6,49.05,28.988
"8456",31.03888889,0.33,4.6046,4.5241,1019.03,5.2,21.9,73,20,14.164
"8458",30.71111111,0.34,1.8032,9.9015,1019.22,4.8,26.5,72.5,21.99,7.318
"8459",29.76111111,0.36,7.889,9.982,1019.31,4.1,26.4,69.9,113,16.423
"8461",26.25,0.48,8.9838,11.27,1018.98,6.7,15.6,73.2,51.7,16.728
"8462",24.83333333,0.52,7.1443,11.27,1018.8,4.3,40.3,71,252.6,7.971
"8463",23.41666667,0.59,9.4185,11.3988,1018.26,9.9,34.7,73.2,36.4,7.434
"8464",22.52777778,0.6,10.3845,11.2056,1017.88,27.8,71.5,75.3,35.14,7.424
"8465",21.92222222,0.66,9.2897,9.982,1017.68,19,76.6,72.6,78,17.937
"8467",21.27777778,0.67,4.7656,9.982,1017.18,4.2,55,69.8,21,19.934
"8468",19.16666667,0.72,4.8783,9.982,1017.39,4.3,44.7,71.2,151.28,16.094
"8469",18.62777778,0.79,3.6225,9.982,1017.64,20.6,38.4,72.7,91.93,14.981
"8471",16.57777778,0.85,6.0053,15.8263,1017.81,4,26.8,75,36.38,18.762
"8472",16.16111111,0.88,2.9302,14.9569,1017.82,4.7,9.6,74.4,12,30.149
"8473",15.07222222,0.88,3.1073,15.8263,1017.8,13.4,32.2,76.6,43,32.683
"8476",22.13333333,0.73,3.0268,9.9015,1017.21,14.4,59.5,77,48.35,21.587
"8477",24.95555556,0.59,3.0429,8.05,1017.21,6.7,26.1,75.2,52.7,11.1
"8478",26.92777778,0.49,3.2844,5.3935,1017.05,7.7,52,75.2,179.28,9.086
"8479",28.79444444,0.44,3.1073,7.7441,1017.1,4,55.1,74.3,174,7.725
"8480",29.90555556,0.36,4.7334,9.5795,1017.11,4,22.6,76.3,87.43,9.457
"8481",29.78333333,0.37,7.3416,9.2092,1016.8,6.5,20,78.9,22.04,10.312
"8483",21.33333333,0.8,8.05,9.982,1016.87,10.2,31.5,76.6,32,10.951
"8485",19.1,0.83,20.1733,9.982,1016.28,9.4,32.9,77.8,64,19.787
"8487",17.77777778,0.91,21.091,10.3523,1014.83,9.7,31.3,79.4,47.65,29.65
"8488",17.19444444,0.88,17.4846,9.982,1014.07,8.7,32.3,80.7,38,38.494
"8489",16.10555556,0.93,20.3343,9.982,1013.38,10.1,31.5,83.8,105,25.891
"8490",15.20555556,0.96,14.6188,10.3523,1013.04,8.7,31.3,82,155.72,14.661
"8491",15.48333333,0.96,9.5473,9.982,1012.99,8.8,31.3,82.2,53,36.439
"8492",14.48888889,0.96,7.6153,9.982,1013.21,10,31.6,80.4,78,14.313
"8493",14.65555556,0.96,8.9516,10.3523,1013.55,8.5,31.9,82.1,35,9.262
"8494",14.42222222,0.96,9.66,9.982,1013.52,9.9,30.5,81.6,75,14.695
"8497",13.82222222,0.94,10.4489,15.8263,1013.22,8.1,28.7,86.7,75.8,21.841
"8498",13.87222222,0.94,6.0697,15.8263,1013.02,8.6,31.3,82.1,64.97,23.48
"8500",18.82222222,0.9,10.3845,15.8263,1012.92,8.7,30.8,85,199.82,42.805
"8501",21.16111111,0.78,13.2986,15.7297,1012.73,10.2,32.4,77.3,22,30.846
"8503",26.01666667,0.54,9.0643,9.8049,1012.53,8.9,32,79.8,85,16.322
"8506",27.15,0.47,11.109,9.982,1012.93,8.8,30.9,82.6,151,26.433
"8507",27.15,0.42,5.3774,9.982,1013.03,8.7,32.7,86.1,34,16.045
"8508",27.06111111,0.44,13.2342,9.982,1012.76,8.2,31,87.5,118.74,23.076
"8510",22.65555556,0.63,12.6224,9.982,1012.03,9.9,30.2,89.6,176,16.178
"8511",20.93888889,0.74,13.3308,10.3523,1011.47,10,33.5,88,204.8,15.731
"8512",18.79444444,0.85,17.5329,9.982,1010.94,9.6,33,90.8,185.61,10.587
"8514",17.63888889,0.88,13.4274,10.3523,1010.88,9.7,34.4,83.5,87.1,18.803
"8516",15.99444444,0.94,10.1108,9.982,1011.44,9.7,32.2,85.7,43.87,22.306
"8517",15.52777778,0.94,10.143,9.982,1011.91,31.4,33.1,89.1,225,17.388
"8519",14.45,0.93,6.2629,15.8263,1012.64,9,32,90.3,5.53,9.029
"8520",14.00555556,0.96,8.1949,14.9569,1013.12,9.2,32,91.9,62.67,10.54
"8521",13.82222222,0.93,2.8497,15.8263,1013.22,9.3,32.9,90.4,223,10.381
"8522",14.86666667,0.93,6.44,15.8263,1013.34,9.1,32.7,91.4,65,9.308
"8523",18.51666667,0.91,4.8944,14.0875,1012.04,8.9,31.6,89,203,10.007
"8524",22.01666667,0.73,3.4144,15.8263,1013.14,9.4,32.5,83.8,23,12.062
"8525",24.83888889,0.62,3.0912,15.8263,1013.24,9.5,32.6,85.2,10.01,14.592
"8526",25.92222222,0.51,3.9445,14.9569,1013.17,8.7,32.1,86.3,35,10.494
"8529",27.77777778,0.42,7.6475,9.9015,1013.03,8.7,32.2,88.1,24.36,22.083
"8530",27.84444444,0.41,4.9749,9.982,1013.17,9.3,32.1,84.3,151,13.356
"8531",28.86111111,0.37,2.0447,9.982,1013.17,9.4,30.7,82.9,67,12.123
"8532",28.02222222,0.37,2.3023,9.982,1013.33,9.8,31.5,87.6,44.59,11.076
"8533",26.15555556,0.47,8.2915,9.982,1013.22,23.5,33.4,92.4,29,7.95
"8534",22.70555556,0.66,2.5277,11.2056,1012.82,9.5,25.9,94.6,18.76,12.646
"8535",20.1,0.74,7.8568,11.0285,1012.42,10.9,28.6,85.9,71.04,14.513
"8536",18.77222222,0.84,7.406,9.982,1011.83,9.8,29.4,87,171,12.741
"8537",18.72777778,0.82,10.0786,11.2056,1011.34,10,29.7,90,56.27,11.752
"8538",17.75555556,0.85,2.5116,4.7495,1011.53,9.9,29.5,93.5,155.72,14.136
"8539",17.10555556,0.9,8.5813,8.1305,1012.06,9.9,30.4,93.7,119,12.683
"8540",16.50555556,0.9,8.0822,8.1305,1011.98,4,9.4,91.8,23.08,16.882
"8541",16.95,0.89,2.4472,9.982,1012.38,4,10.8,91.5,105,11.796
"8542",15.46666667,0.93,3.4615,9.982,1012.7,4,15.3,91.7,203,8.936
"8543",15.41666667,0.96,3.0268,15.8263,1012.71,4,9.6,93.3,22,11.172
"8546",15.97222222,0.93,3.1717,15.8263,1011.75,4,12.3,91.6,114,16.324
"8547",18.7,0.85,2.5599,8.3398,1012.64,4,11,94.1,103,12.646
"8548",22.16111111,0.69,0,14.812,1011.63,5.8,10.5,84.3,240.9,12.295
"8549",24.97777778,0.58,0,14.812,1011.63,4,11.2,97,61.44,10.68
"8550",27.06111111,0.47,3.864,11.6081,1011.69,4.1,13.7,95.9,176,10.396
"8551",28.86666667,0.43,4.8783,9.8049,1011.54,4.2,20.4,100,51,11.817
"8552",28.88888889,0.4,7.9051,7.9695,1011.64,5.6,19,94.1,72,10.721
"8554",29.92777778,0.36,11.4632,9.982,1011.48,4,34.3,94.3,51.7,8.239
"8555",29.90555556,0.35,9.2253,11.2056,1011.75,4,22.1,90.2,32,7.819
"8556",28.83333333,0.37,10.143,11.0285,1011.79,4,10.6,93.2,194.55,11.308
"8557",27.77777778,0.44,12.3487,11.2056,1011.64,4,38.4,96.6,46,9.41
"8558",23.95555556,0.62,9.4507,11.2056,1011.43,4.8,11.8,97.3,46,11.331
"8559",22.78888889,0.66,9.3702,11.3988,1011.18,4,18.9,91.4,74.34,13.308
"8560",21.96666667,0.66,15.4238,11.2056,1010.63,12,21.9,96.4,137,14.386
"8561",19.37777778,0.78,11.1573,11.2056,1010.62,4,17,95.4,88.2,16.582
"8562",18.43888889,0.81,10.6582,11.3988,1010.84,4.1,14.4,86.5,34,12.77
"8565",18.72777778,0.83,3.5098,9.982,1011.69,4,39.6,98.6,75.9,9.149
"8566",18.75,0.76,1.61,9.982,1012.05,4,9.5,100,12,10.418
"8567",17.71111111,0.79,3.22,14.9086,1012.53,14.8,10.6,98.3,15.46,10.13
"8568",17.66666667,0.81,6.44,11.6886,1012.58,6.4,13.7,98,10.7,12.11
"8569",17.77777778,0.79,0,8.1305,1012.75,10.5,24.2,95.2,128.64,11.31
"8572",19.90555556,0.79,3.3649,7.9695,1012.87,4.9,9.5,93.5,36.4,16.76
"8573",22.65555556,0.67,3.2683,7.9695,1012.95,4.6,9,95.4,50.86,18.601
"8574",25.78888889,0.59,10.0786,8.1788,1013.09,8.2,31.6,97.2,94.74,19.079
"8576",28.47222222,0.4,3.703,4.3953,1013.85,12.9,102.3,97.8,77,22.909
"8578",27.52222222,0.48,8.1949,6.9874,1014.71,4,46.5,97.9,87.43,23.158
"8579",25.08888889,0.54,4.7656,9.982,1014.92,4.2,10.1,90.3,91.93,17.76
"8580",24.10555556,0.59,4.508,9.982,1014.9,4,9,86.5,17.52,16.571
"8581",24.02777778,0.58,1.61,9.982,1014.61,17.2,10.5,85.9,21.52,13.513
"8584",18.75,0.84,7.4382,11.2056,1013.68,9.3,27.9,90.7,43,11.531
"8585",18.17777778,0.82,7.9212,9.982,1013.5,6.3,19.9,88.1,127.06,11.382
"8587",15.50555556,0.88,1.771,9.982,1013.7,9.3,13.4,89.1,32,8.671
"8588",16.47777778,0.88,0,9.982,1014.02,5.7,25.4,88.8,24.78,5.393
"8590",14.83888889,0.93,0,14.812,1014.81,6.2,47.7,92.7,20,11.098
"8592",14.87222222,0.93,8.1305,8.2593,1015.08,5.4,20.4,92.2,61,11.619
"8593",14.26111111,0.93,3.059,11.753,1018.72,9.4,32.6,93.3,44.86,8.706
"8595",16.01666667,0.88,9.6761,14.9569,1018.93,8.9,31.8,90.3,36.38,7.226
"8596",20.76666667,0.64,6.1019,7.8246,1018.71,8.8,32.3,84.8,52.7,8.156
"8597",21.9,0.56,3.0751,5.9731,1018.9,9.5,31.5,86.5,36.32,10.375
"8598",23.49444444,0.55,2.9463,6.5849,1018.73,8.7,32.7,89.2,38.39,11.126
"8600",24.92777778,0.45,1.449,5.9731,1019.11,8.8,31.2,90.6,111.7,6.132
"8602",25.84444444,0.4,5.0232,9.982,1019.65,9.2,30.9,91.1,106,9.409
"8604",24.77222222,0.43,13.0249,14.9569,1019.8,32.6,34.2,84.5,78,12.038
"8605",23.75,0.49,12.5741,9.982,1019.9,9.5,31.8,84.2,37.6,9.808
"8606",21.96111111,0.56,12.7834,9.982,1019.68,9.2,31.9,87.3,113,6.928
"8608",20.81111111,0.61,12.6546,9.982,1019.17,9.1,29.6,85.1,78.51,14.777
"8609",20.23333333,0.63,12.7512,9.982,1019,8.9,30.2,80.4,75.8,8.517
"8611",19.83333333,0.64,7.9212,9.982,1019.07,9.9,31.3,82.7,134.9,13.734
"8612",18.81666667,0.75,8.0822,9.982,1019.27,9.8,33.2,86.6,78,16.637
"8613",17.63888889,0.84,7.5187,10.3523,1019.54,10.2,33,87.7,67.09,23.32
"8614",17.10555556,0.9,8.0983,9.982,1019.76,9.7,31.2,86,38,18.14
"8616",16.65,0.92,6.6493,14.9569,1020.04,10.2,32,89.7,59,18.326
"8617",16.01666667,0.93,0,7.9695,1015.33,8.8,30.5,88.7,229.49,14.809
"8618",16.06111111,0.93,3.22,6.118,1015.33,9.3,31.5,90.2,147.44,9.403
"8619",16.05555556,0.93,3.4615,6.6171,1017.3,9.2,32.8,85.5,44,8.45
"8620",16.18333333,0.93,0,4.025,1015.73,8.5,33,82.6,33.42,12.373
"8622",17.61111111,0.91,2.6887,3.703,1015.68,18.5,30.8,86.8,129.71,13.154
"8625",18.54444444,0.92,3.22,1.6744,1016.38,9.4,31.3,89.7,59,16.771
"8626",18.8,0.85,11.27,4.4919,1016.71,9.6,31.4,86.7,91.21,20.917
"8628",17.25555556,0.94,0.6923,9.982,1016.91,8.6,30.9,87.4,10.49,9.681
"8629",17.68888889,0.97,3.1234,11.27,1016.7,9.3,31.6,88,240.9,10.781
"8631",17.10555556,0.94,3.3971,10.0303,1015.96,8.6,32.6,88.7,88.2,17.022
"8632",17.08333333,0.93,2.4955,9.982,1015.5,9.3,31.4,86.8,28,11.66
"8633",16.55,0.97,3.4454,9.982,1015.59,9.3,31.2,83.3,113,10.54
"8635",14.86111111,0.76,1.7066,9.982,1015.9,8.7,31.9,89.1,18.76,7.08
"8636",14.37777778,0.78,0.1449,9.982,1016.31,9.1,32.5,87.7,48,9.554
"8637",13.40555556,0.81,3.22,9.982,1016.96,8.7,32.4,85.3,46,10.57
"8638",12.73333333,0.81,0,9.9015,1017.31,8.4,31.6,86.8,23.98,13.671
"8639",12.2,0.81,3.22,11.8979,1017.52,8.7,32,86.5,81.61,11.298
"8640",11.92777778,0.84,3.8157,11.5759,1017.77,8.9,32.4,87.8,94.27,6.364
"8641",11.13888889,0.86,8.2593,9.982,0,8.5,31.4,85.6,81.21,5.704
"8642",14.82222222,0.79,11.0446,15.8263,1019.28,8.5,33.1,83.1,22,5.877
"8644",22.66666667,0.52,11.3344,15.8263,1018.88,9.9,32.3,87.6,24.78,10.532
"8645",24.93333333,0.43,6.6976,15.8263,1018.69,9.9,32.1,87.7,72.64,13.012
"8646",26.88333333,0.37,6.8586,14.9569,1018.72,10,33.2,80.7,23.78,15.633
"8648",27.75555556,0.33,5.2325,9.982,1019,10.4,27.5,80.1,15.78,7.326
"8649",28.66666667,0.3,8.8389,9.982,1019.27,8.8,26.8,80.6,43.67,11.482
"8651",28.86111111,0.27,11.2056,9.982,1019.86,8.1,28.4,86.4,23,12.188
"8653",27.77777778,0.29,26.7743,11.27,1020.19,5.9,9,83.7,61,12.653
"8656",17.77777778,0.66,25.2287,11.2056,1019.08,20.7,9.3,86.3,65,14.521
"8658",17.12222222,0.69,16.9372,11.3988,1018.88,5.9,11.9,86.5,94.74,19.36
"8659",16.03888889,0.93,16.3254,9.982,0,8.3,9.6,85.1,105,16.48
"8660",16.03888889,0.93,8.3398,9.982,1018.8,5.6,11.9,87,119,11.53
"8665",13.83888889,0.9,14.49,9.982,0,5.5,44.7,86,151,17.951
"8666",13.81666667,0.9,9.8371,9.982,0,4,37.9,82.9,103,15.715
"8668",16.04444444,0.72,6.3917,15.8263,1019.75,4,62,81.2,46,11.687
"8669",17.2,0.63,6.5849,15.8263,1020.03,6.7,56.2,-99,21,10.392
"8671",18.81666667,0.67,8.3559,9.982,1020.72,22.3,35.5,80.7,21.52,9.114
"8673",18.98888889,0.59,14.2807,10.3523,1021.21,10.9,57.5,84.7,75.8,11.86
"8674",18.98333333,0.56,21.413,9.982,0,21.5,34.3,84.1,36.4,9.904
"8675",18.84444444,0.56,27.7564,9.982,1021.45,35.6,39.2,82.6,85,5.061
"8676",18.76666667,0.53,27.9818,10.4006,1021.61,11.1,54,82.7,63.01,11.06
"8677",17.75555556,0.61,35.3234,10.0464,0,48.8,29.8,83.6,44.86,12.35
"8678",17.12777778,0.71,35.6144,9.982,0,5.9,25.8,83.8,85,13.114
"8679",16.87222222,0.72,27.692,10.3523,1020.59,29.2,25.7,83.4,114,10.684
"8680",15.85555556,0.57,25.9049,9.982,1020.09,19.3,16.4,82,47.65,9.185
"8681",14.77222222,0.64,26.565,9.982,0,17.4,24.8,80.7,95.43,15.324
"8682",12.81111111,0.66,24.6491,11.3988,1019.28,12.5,23.2,80.7,223,15.336
"8684",12.55,0.67,11.0446,9.982,1019.03,7.4,18.4,82,69.67,11.64
"8685",12.40555556,0.68,11.2378,10.3523,1019.58,4.9,13.8,83.9,54.82,8.798
"8687",12.08888889,0.69,11.2056,15.8263,1020.13,20.3,37.8,76.7,44.97,19.03
"8688",11.91666667,0.7,11.1573,14.9569,1020.4,28.8,72,74.8,51.49,21.329
"8689",11.73888889,0.71,10.9802,15.8263,1020.44,17.2,74.6,75.5,51,8.06
"8690",11.55555556,0.72,14.0231,15.8263,1020.56,23,73.5,78.2,197.97,12.786
"8691",11.37222222,0.73,5.7477,6.7781,1020.12,4.2,65.5,79.2,72,13.824
"8693",10.99444444,0.75,11.0607,15.8263,1020.85,5.8,14.3,81,74.34,9.236
"8694",10.80555556,0.76,7.0518,14.9569,1021.24,4.5,29.3,80.8,171,11.126
"8695",10.62222222,0.77,5.2647,9.982,0,5.3,20,78.8,174,16.694
"8696",10.43888889,0.78,8.1305,9.982,0,4,27.2,76.1,50,19.748
"8697",10.25555556,0.79,10.1591,9.982,1021.9,12.6,46.3,76.3,43,24.299
"8698",10.08333333,0.8,9.6761,9.982,1022.21,9.5,44.3,76.6,53,34.855
"8699",9.916666667,0.81,8.0822,9.982,1022.02,19.3,35.3,78.6,35,24.828
"8700",9.761111111,0.81,11.8013,11.3988,1021.96,61,54.7,76.1,24.69,9.24
"8701",9.611111111,0.82,11.431,9.982,1021.5,6.4,42,75.5,176,8.136
"8702",9.472222222,0.83,15.9873,9.982,1021.12,19.8,41.4,75.6,59,7.666
"8703",9.35,0.84,17.0499,10.3523,1020.73,16,46.7,77,36.38,7.379
"8704",9.233333333,0.84,21.9765,9.982,1020.22,25,48.5,75.6,98.02,9.205
"8706",9.055555556,0.85,19.9479,10.3523,1019.56,9.2,31.4,75.4,71.04,10.33
"8707",8.994444444,0.86,14.7315,9.982,0,8,29.9,75.4,155.72,14.404
"8708",10.02777778,0.83,8.0822,9.982,0,9.4,31.5,76.2,230,13.892
"8709",10.52222222,0.84,1.6422,9.982,1019.47,9.1,30.3,77.3,187.22,23.016
"8711",11.01666667,0.84,3.3327,15.8263,1019.73,8.7,29.9,69.4,69.09,10.201
"8712",11.02222222,0.84,5.0554,9.982,1019.76,9,30.8,71.9,109.21,9.152
"8715",11.00555556,0.93,8.5491,14.9569,1016.45,8.4,30.6,70.7,32,9.271
"8716",12.75555556,0.83,11.27,4.669,1019.73,8.7,29.7,70.5,184.68,7.075
"8717",14.97777778,0.78,3.22,4.5885,1019.71,8.1,29,72,51.3,9.98
"8718",14.94444444,0.68,3.9123,4.991,1019.64,8.5,29.9,71.4,35,13.596
"8720",17.24444444,0.52,2.0769,7.9695,1019.81,8.8,30.1,-99,227,14.575
"8721",17.72777778,0.49,1.4168,9.9015,1019.76,8.8,32,-99,142,8.817
"8722",17.71111111,0.46,3.3488,9.982,1019.87,9.5,31,70.8,67,7.864
"8724",17.74444444,0.43,3.2522,11.4471,1019.68,8,29.2,70.1,52.7,7.534
"8726",12.8,0.72,9.6761,11.27,1019.15,8.8,30.9,72,128.64,7.379
"8730",9.144444444,0.87,9.5956,10.3523,1017.59,8.9,32,69.6,24.78,12.575
"8732",8.177777778,0.89,3.6708,9.982,1016.96,9.2,31.1,67.6,50.38,8.797
"8733",7.727777778,0.93,8.3559,10.3523,1017.19,8.2,30.4,69.5,35,11.551
"8734",7.111111111,0.93,11.0607,9.982,1017.36,8.4,29.7,69.8,28.44,7.922
"8735",6.533333333,0.93,13.6367,15.8263,1016.9,9.1,30.2,67.6,98,8.493
"8737",5.955555556,0.93,10.9158,15.8263,1016.58,8.1,31,67.3,23,10.334
"8738",7,0.93,10.9802,15.8263,1016.46,8.4,30.9,67.3,41.68,13.566
"8740",12.71666667,0.73,11.0124,15.8263,1015.68,8.7,30.6,63.9,72.64,12.479
"8741",17.10555556,0.58,6.4722,15.7297,1015.38,8.5,30.1,65,13.5,10.647
"8743",18.91111111,0.43,10.4489,9.9015,1014.91,8.4,29.5,63.5,129.71,12.461
"8744",20.02222222,0.44,9.2253,9.9015,1015.2,8.8,28.3,61.7,71.04,32.556
"8746",20.04444444,0.37,12.3326,10.0464,1015.1,8.8,30.5,63.2,21.52,11.71
"8747",20.04444444,0.37,10.8514,10.0464,1015.44,8.1,31.4,61.5,132.52,9.801
"8748",19.94444444,0.39,9.5473,11.1573,1015.72,9.1,31.5,63,74.34,16.104
"8750",13.88333333,0.72,28.4648,11.0446,1016.88,8.8,33,60.2,163.63,14.203
"8752",10.97222222,0.81,34.5023,11.1251,1018.42,21.5,32.1,60.2,16.18,15.364
"8753",10.44444444,0.86,33.2626,9.982,1019.31,8.6,32.1,57.6,136,12.441
"8754",10.27777778,0.87,27.2573,9.982,1020.1,8.8,32.7,57.9,64,14.36
"8757",7.4,0.96,19.8513,9.982,1021.79,9.4,31.2,52.3,20,10.9
"8758",6.644444444,0.96,15.4399,9.982,1022.69,9.1,31.9,52.9,32,12.993
"8759",6.6,0.96,17.0177,15.8263,1023.11,9.2,28.4,54,24.36,10.111
"8760",6.672222222,0.96,10.9802,14.9569,1024.46,9.3,29.3,55.6,38.39,14.341
"8762",8.638888889,0.93,6.2629,15.8263,1025.26,9.5,29.5,52,36.38,21.699
"8763",10.62777778,0.87,7.0679,14.0875,1029.01,9.4,29.8,52.8,64,28.031
"8765",17.24444444,0.58,6.2629,15.7297,1025.95,22.7,16.3,51.7,68,16.55
"8766",18.93333333,0.54,4.2343,14.8764,1026.49,17.4,12.9,53.4,89.4,22.047
"8767",21.08888889,0.46,8.3398,9.8049,1026.75,4.1,15.7,53.6,113,30.413
"8771",21.17777778,0.42,3.22,11.2056,1028.69,13.4,17.4,54,85,33.41
"8772",21.03888889,0.38,4.5402,15.3594,1028.74,15.4,16.3,55.8,76.6,18.479
"8773",19.92777778,0.53,4.6368,11.27,1028.41,15.9,20.4,57.1,45.6,16.217
"8774",16.11111111,0.71,3.3488,11.2056,1028.29,9.6,13.5,55.8,200,21.995
"8778",13.68888889,0.84,0.7245,10.3523,1027.24,21,41.3,54.9,78.51,9.292
"8779",12.52777778,0.86,0.3864,9.982,1026.91,5.1,29.6,56.8,23.98,7.956
"8780",11.41666667,0.9,4.6207,9.982,1027.11,16.9,37.5,60.3,43,11.275
"8781",10.45555556,0.93,2.6082,10.3523,1027.66,4,30.7,56,12,15.415
"8782",9.305555556,0.93,7.5509,9.982,1028.13,4,61.1,52.2,61,11.395
"8783",9.261111111,0.96,6.44,15.8263,1028.62,5.3,13,53.9,64.63,9.759
"8784",8.8,0.96,1.9964,14.9569,1028.97,6.3,24.4,55,29,18.77
"8785",7.777777778,0.96,10.6582,14.9086,1022.41,16.6,28.5,55.1,35,8.571
"8788",12.80555556,0.83,10.5455,9.982,1023.83,6.3,44.7,61.5,50,13.789
"8789",15.09444444,0.72,5.4096,9.982,1024.41,10.7,56.2,58.1,77,32.634
"8790",17.8,0.56,5.9248,9.982,1024.7,30.5,29.4,-99,155.4,38.133
"8791",18.95555556,0.52,8.9194,6.1105,1025.02,4,23.2,58.6,78,33.046
"8793",20.08888889,0.45,8.4686,6.8425,1026.36,22.1,24.1,54,10.7,14.758
"8794",19.99444444,0.49,12.9444,9.982,1026.65,18.3,28.7,55.3,174,18.666
"8796",18.98333333,0.51,7.5026,11.3988,1027.74,4.2,27.4,57.3,44.86,20.945
